pooled_delta_AUC,SE_pooled,U_bar,B,T_var,z_pooled,p_normal,p_t,df_BR,lambda_fmi,m_valid
0.07796996826879281,0.028023931643845642,7.345700183827036e-4,4.943465464896031e-5,7.853407447789331e-4,2.7822637187282697,0.00539811561741887,0.005411543806919904,7536.021759183089,0.0646480228280032,37
